CommandType,Param1,Param2,Param3,Param4,Param5,Param6
Bg,F4_R3,,,,,
Speaker,세진,,,,,
Text,영혼은 상황을 전해듣고 고개를 갸웃한다.,,,,,
Speaker,세진,,,,,
Text,저... 죽은 거에요?,,,,,
Speaker,사자,,,,,
Text,......,,,,,
Text,안타깝지만... 그렇습니다.,,,,,
Speaker,세진,,,,,
Text,그렇구나... 기억이 잘 안 나는데.,,,,,
Speaker,사자,,,,,
Text,어떤 사람들은... 끔찍한 일을 겪으면 정신적 충격 때문에 그 일을 잊어버리는 경우도 있죠.,,,,,
Text,그러니... 굳이 떠올리지 않으셔도 됩니다.,,,,,
Speaker,세진,,,,,
Text,......,,,,,
Speaker,세진,,,,,
Text,"저, 아줌...마랑 같이 가고 싶은데, 무서워서...",,,,,
Text,같이 가주실 수 있으실까요?,,,,,
Speaker,사자,,,,,
Text,"...그럼요. 자, 여기...",,,,,
Speaker,,,,,,
Text,"아이는 살며시 다가와, 사자의 내민 손을 잡고 따라나섰다.",,,,,
Clear,S10_CSJ,,,,,
