CommandType,Param1,Param2,Param3,Param4,Param5,Param6
Bg,F4_R3,,,,,
Speaker,,,,,,
Text,魂は状況を聞いて首をかしげる。,,,,,
Speaker,セジン,,,,,
Char,Sejin,,,,,
Text,あの...死んじゃったんですか?,,,,,
Speaker,使者,,,,,
Char,Saja_Sad,,,,,
Text,......,,,,,
Text,残念ですが...そうです。,,,,,
Speaker,セジン,,,,,
Char,Sejin,,,,,
Text,そうなんだ...よく覚えてないんだけど。,,,,,
Speaker,使者,,,,,
Char,Saja,,,,,
Text,ある人は...恐ろしいことを経験すると、精神的ショックでそのことを忘れてしまうこともあるんです。,,,,,
Char,Saja_Sad,,,,,
Text,だから...無理に思い出さなくても大丈夫です。,,,,,
Speaker,セジン,,,,,
Char,Sejin,,,,,
Text,......,,,,,
Text,あの、おば...さんと一緒に行きたいんだけど、怖くて...,,,,,
Text,一緒に行ってもらえますか?,,,,,
Speaker,使者,,,,,
Char,Saja,,,,,
Text,...もちろん。さあ、ここに...,,,,,
Speaker,,,,,,
Text,子供はそっと近づいて、冥府の使者が差し出した手を握って一緒に出た。,,,,,
Clear,S10_CSJ,,,,,
