CommandType,Param1,Param2,Param3,Param4,Param5,Param6
Bg,F4_R1,,,,,
Speaker,,,,,,
Text,魂は状況を聞くと、首を横に振って言う。,,,,,
Speaker,ヨンヒ,,,,,
Char,Yeonghui,,,,,
Text,私の家族...あの子がいなければ行けません!,,,,,
If,S08_KCS,ok,no,,,
Label,no,,,,,
Speaker,,,,,,
Text,この人が言っている<color=#26EEFF>「子」</color>を先に連れてこなければならないようだ。,,,,,
End,,,,,,
Label,ok,,,,,
Speaker,チョルス,,,,,
Char,Chulsu,,,,,
Sfx,Dog2,,,,,
Text,ワンワン!ワンワンワンワン!,,,,,
Speaker,,,,,,
Text,犬が明るく吠えながら走ってきた。,,,,,
Speaker,ヨンヒ,,,,,
Char,Yeonghui_Smile,,,,,
Text,チョルス!あはは、舐めないで!,,,,,
Char,Yeonghui,,,,,
Text,......,,,,,
Text,私が逃げろって言ったのにどうして私のところに来たの......,,,,,
Speaker,チョルス,,,,,
Char,Chulsu,,,,,
Sfx,Dog2,,,,,
Text,ワン!ワンワンワン!,,,,,
Speaker,使者,,,,,
Char,Saja,,,,,
Text,ヨンヒさんが危なかったから一緒にいようとしたそうです。,,,,,
Text,...後で叱られるかもと思って隠れていたとも...,,,,,
Speaker,ヨンヒ,,,,,
Char,Yeonghui,,,,,
Text,...本当に、私はあなただけでも生きて欲しかったのに...,,,,,
Text,すごく痛かっただろうに......,,,,,
Text,......,,,,,
Char,Yeonghui_Smile,,,,,
Text,でも...これからは必ず一緒にいられるよね。,,,,,
Speaker,チョルス,,,,,
Char,Chulsu_Smile,,,,,
Sfx,Dog,,,,,
Text,ワン!,,,,,
Speaker,使者,,,,,
Char,Saja_Sad,,,,,
Text,......,,,,,
Speaker,,,,,,
Sfx,Complete,,,,,
Text,二つの魂の怨みが晴れ、一緒についてくることになった。,,,,,
Clear,S07_KYH,,,,,
